"","x"
"1353","SBF2"
"1354","TRIM50"
"1355","DNMT1"
"1356","GPER1"
"1357","MSRA"
"1358","MAB21L1"
"1359","TRAF2"
"1360","HIST2H2AB"
"1361","KPNA2"
"1362","FZD5"
"1363","SHCBP1"
"1364","EOGT"
"1365","ARL4A"
"1366","ROR1"
"1367","SOX12"
"1368","BCL6"
"1369","CLEC14A"
"1370","PRSS12"
"1371","FLNC"
"1372","RPL21P99"
"1373","ASB1"
"1374","SH3GLB1"
"1375","AC108860.2"
"1376","CCDC78"
"1377","BRIP1"
"1378","MCTP1"
"1379","SV2B"
"1380","PYCR3"
"1381","GSEC"
"1382","AC007938.3"
"1383","TLE4"
"1384","CIT"
"1385","C1orf115"
"1386","PLTP"
"1387","MCRIP2"
"1388","PNPLA2"
"1389","OR7E13P"
"1390","CERS2"
"1391","EPB42"
"1392","SAMD10"
"1393","LPAR2"
"1394","OGN"
"1395","MAGEF1"
"1396","Z99129.4"
"1397","AC004947.1"
"1398","PRKAR2B"
"1399","AF001548.3"
"1400","ECSCR"
"1401","RPS4XP5"
"1402","PZP"
"1403","KIAA1614"
"1404","NFIX"
"1405","RNASE4"
"1406","AC023421.1"
"1407","UBQLN4"
"1408","AL731571.1"
"1409","NGF-AS1"
"1410","KLHL17"
"1411","LINC01415"
"1412","TM4SF18"
"1413","GBE1"
"1414","ORC6"
"1415","H6PD"
"1416","FGD5"
"1417","AKT3"
"1418","SEPT14P12"
"1419","KAT2B"
"1420","AC100771.2"
"1421","SLX4"
"1422","LAMA2"
"1423","ZBTB47"
"1424","HIST1H3I"
"1425","JDP2"
"1426","COBLL1"
"1427","SAPCD2"
"1428","C8orf34"
"1429","UBE2Q2L"
"1430","KNTC1"
"1431","ZFP62"
"1432","HIST1H1D"
"1433","TMEM178A"
"1434","UNC5B"
"1435","PRELP"
"1436","CSPG4P12"
"1437","RAB11FIP4"
"1438","PPP1R3G"
"1439","APBA1"
"1440","ELL3"
"1441","TOB2"
"1442","BDH2"
"1443","CMA1"
"1444","PKN3"
"1445","DNA2"
"1446","TRIB3"
"1447","HDAC1"
"1448","MAD2L1"
"1449","ZBTB20"
"1450","PCDHGC3"
"1451","AL391807.1"
"1452","LINC02607"
"1453","RIBC2"
"1454","BGN"
"1455","BIN1"
"1456","KCTD10"
"1457","TIPARP"
"1458","AP000662.1"
"1459","NAALADL1"
"1460","CPXM2"
"1461","CCT3"
"1462","AKAP13"
"1463","SCARF1"
"1464","VWCE"
"1465","PPM1F"
"1466","RUSC2"
"1467","PARN"
"1468","KLF13"
"1469","ITGB1BP1"
"1470","DEFB132"
"1471","SYDE1"
"1472","UBE2S"
"1473","SKAP2"
"1474","WDR86-AS1"
"1475","ENPEP"
"1476","IQANK1"
"1477","DUSP1"
"1478","AC036108.3"
"1479","PDE3A"
"1480","MYO1C"
"1481","AL031666.2"
"1482","MFGE8"
"1483","JUN"
"1484","MMD"
"1485","SEPT10"
"1486","PARPBP"
"1487","PEAK1"
"1488","TPRN"
"1489","PROCR"
"1490","HSD11B1-AS1"
"1491","SMYD3"
"1492","PBK"
"1493","IGF2BP2"
"1494","TTC7B"
"1495","ZNF48"
"1496","HOXA10"
"1497","DUSP3"
"1498","SCX"
"1499","RPS6KA2"
"1500","SNAP47"
"1501","YAP1"
"1502","AC011389.3"
"1503","PPP1R15A"
"1504","LRP1"
"1505","DUSP12"
"1506","JAM3"
"1507","RABIF"
"1508","ORC1"
"1509","SHTN1"
"1510","INTS7"
"1511","FOXP2"
"1512","ALPL"
"1513","PARD3B"
"1514","FRMD1"
"1515","NCALD"
"1516","CENPM"
"1517","CDH13"
"1518","GIMAP5"
"1519","HCAR2"
"1520","TDO2"
"1521","NMRAL1"
"1522","AC004241.4"
"1523","PRPH"
"1524","LINC00667"
"1525","LRRC4B"
"1526","DOC2B"
"1527","GJA4"
"1528","GPAT3"
"1529","PFKFB1"
"1530","NNMT"
"1531","RBBP8NL"
"1532","FLRT2"
"1533","INSYN2B"
"1534","AADAC"
"1535","CENPI"
"1536","HOGA1"
"1537","DAP3"
"1538","AC138904.1"
"1539","GAS6"
"1540","ID1"
"1541","KIAA1211"
"1542","ADAR"
"1543","SAMD5"
"1544","RRAD"
"1545","CD99L2"
"1546","CSF1"
"1547","CYBRD1"
"1548","MEF2C"
"1549","SLC25A22"
"1550","CHEK1"
"1551","USP53"
"1552","TDRKH"
"1553","PCNA"
"1554","REM1"
"1555","CEBPD"
"1556","TUBA1C"
"1557","NCAPD3"
"1558","MAOB"
"1559","ZNF668"
"1560","ITGA1"
"1561","GABRE"
"1562","RTL5"
"1563","TEAD1"
"1564","AC118754.1"
"1565","DNMT3B"
"1566","ESR2"
"1567","PAXX"
"1568","PAK4"
"1569","ALDH1A3"
"1570","AC007744.1"
"1571","FMOD"
"1572","RHNO1"
"1573","GAS2L2"
"1574","RELL2"
"1575","B4GALNT4"
"1576","RNASE1"
"1577","MICAL2"
"1578","MIR222HG"
"1579","MTFR2"
"1580","LRRN3"
"1581","AL391422.4"
"1582","SH3BP5"
"1583","DNAH14"
"1584","FIGN"
"1585","SHMT1"
"1586","AC024337.2"
"1587","TMEM220-AS1"
"1588","HCG11"
"1589","AC011484.1"
"1590","POLA2"
"1591","EMILIN2"
"1592","NAV3"
"1593","RBL1"
"1594","UBAP2L"
"1595","IGSF3"
"1596","HIST1H3G"
"1597","FAM227A"
"1598","EXOSC3P1"
"1599","TBC1D4"
"1600","HYMAI"
"1601","APOO"
"1602","AC087641.1"
"1603","APEX2"
"1604","CENPO"
"1605","KNOP1"
"1606","ANKDD1A"
"1607","ABCG2"
"1608","RCAN2"
"1609","KLHL21"
"1610","PABPC1P4"
"1611","CDC25A"
"1612","RBPMS-AS1"
"1613","ITGA9"
"1614","TMEM170B"
"1615","CLEC4GP1"
"1616","AL022722.1"
"1617","MMP13"
"1618","TLR4"
"1619","BCL6B"
"1620","RAB3C"
"1621","AL357055.3"
"1622","EME1"
"1623","AC106739.1"
"1624","TCEAL7"
"1625","ANKRD35"
"1626","CES1P1"
"1627","CHST11"
"1628","CSGALNACT1"
"1629","LINC02504"
"1630","SLC48A1"
"1631","GAS1RR"
"1632","ADRA2B"
"1633","DPP3"
"1634","ITGA6"
"1635","DNAJB4"
"1636","AC004846.1"
"1637","WHAMMP2"
"1638","ACTL6A"
"1639","EIPR1"
"1640","AGTR1"
"1641","FLI1"
"1642","AC008622.2"
"1643","ACTG1"
"1644","TDP1"
"1645","AC132217.1"
"1646","C6"
"1647","SYT15"
"1648","EZR"
"1649","ALDH2"
"1650","TMCC3"
"1651","SLC2A1"
"1652","ERMP1"
"1653","NIPSNAP3B"
"1654","PSME2"
"1655","EDN1"
"1656","RFX2"
"1657","HMGB3"
"1658","AC091057.6"
"1659","ZNF385D"
"1660","AC009090.5"
"1661","FZD10-AS1"
"1662","AC055839.2"
"1663","CCDC107"
"1664","CHAF1B"
"1665","GINS2"
"1666","RNFT2"
"1667","ZNF724"
"1668","BMF"
"1669","ADAMTS3"
"1670","PARM1"
"1671","SBK3"
"1672","WWC2-AS2"
"1673","FLT1"
"1674","APOC2"
"1675","AC064850.1"
"1676","SIPA1L3"
"1677","PPP1R26-AS1"
"1678","MICB"
"1679","RHOXF1"
"1680","DENND2C"
"1681","EPHA4"
"1682","AC018445.3"
"1683","HIST2H3C"
"1684","NUDT7"
"1685","ZNF436"
"1686","PAFAH1B1"
"1687","PRRT4"
"1688","QKI"
"1689","DNAJA3"
"1690","FER"
"1691","ZSCAN16"
"1692","HIST1H2AJ"
"1693","JUND"
"1694","HOXC-AS1"
"1695","LRRTM2"
"1696","RAB8A"
"1697","CENPH"
"1698","MYADM"
"1699","NSD2"
"1700","SEMA6D"
"1701","NXNL1"
"1702","SERPING1"
"1703","SOD2"
"1704","PPP1R16A"
"1705","AC012409.3"
"1706","AC087645.4"
"1707","EEF1AKMT4"
"1708","AC048382.6"
"1709","AC004490.1"
"1710","DDX39A"
"1711","RUVBL1"
"1712","HIST1H2BH"
"1713","TFAP2A-AS1"
"1714","NECAB1"
"1715","GOT2"
"1716","ARHGEF16"
"1717","E2F1"
"1718","ARHGEF25"
"1719","FHDC1"
"1720","ARHGAP42"
"1721","Z95114.3"
"1722","CA3"
"1723","AC016876.2"
"1724","AC110597.1"
"1725","TNFRSF21"
"1726","FIGNL2"
"1727","PDE1B"
"1728","CNNM4"
"1729","DIO3OS"
"1730","ATP6V0B"
"1731","PRIM1"
"1732","ACR"
"1733","SMIM3"
"1734","MAP1B"
"1735","HOXA9"
"1736","SLCO1C1"
"1737","AC021074.1"
"1738","C10orf90"
"1739","TMEM132A"
"1740","DLG2"
"1741","PPP1R16B"
"1742","TMEM241"
"1743","DBF4"
"1744","RUNDC3B"
"1745","CCNE2"
"1746","ADM2"
"1747","C9orf116"
"1748","COLGALT2"
"1749","RFC5"
"1750","OLFML1"
"1751","SRPK1"
"1752","FEN1"
"1753","ZNF395"
"1754","CLDN11"
"1755","LRP5"
"1756","NFIL3"
"1757","TRIM11"
"1758","RNF146"
"1759","PGP"
"1760","PTCH2"
"1761","AC009336.2"
"1762","AP001094.2"
"1763","FAM229B"
"1764","OLMALINC"
"1765","GPR68"
"1766","AC010207.1"
"1767","CR381653.2"
"1768","ARHGAP23"
"1769","AMY2B"
"1770","CYP3A5"
"1771","CRB3"
"1772","AC113133.1"
"1773","C1QTNF6"
"1774","PDE8B"
"1775","MFAP2"
"1776","TMEM43"
"1777","ABHD17C"
"1778","GRIA1"
"1779","AL117335.1"
"1780","IRAK3"
"1781","SPDL1"
"1782","E2F2"
"1783","AC020916.1"
"1784","SFI1"
"1785","NDUFAF6"
"1786","SNN"
"1787","PTEN"
"1788","BVES"
"1789","HAND2-AS1"
"1790","TUFT1"
"1791","TBC1D2"
"1792","LINC01485"
"1793","CLSPN"
"1794","RAVER1"
"1795","UBE2Q2P1"
"1796","ZNF887P"
"1797","LMNA"
"1798","TSTA3"
"1799","GNE"
"1800","MEF2C-AS1"
"1801","HDGF"
"1802","SELP"
"1803","LINC00092"
"1804","FAM49B"
"1805","LINC01429"
"1806","COL15A1"
"1807","ESRP2"
"1808","CRTAC1"
"1809","SEMA6B"
"1810","KLHL2"
"1811","GCOM1"
"1812","PLCXD3"
"1813","CCDC50"
"1814","FAM102A"
"1815","MYB"
"1816","AL137026.1"
"1817","RAMP2"
"1818","ADNP"
"1819","DPYD"
"1820","MALL"
"1821","MT1JP"
"1822","ESCO2"
"1823","ILDR1"
"1824","CRHBP"
"1825","GFAP"
"1826","PRR11"
"1827","RPUSD1"
"1828","ZNF677"
"1829","POP7"
"1830","MYCBP2"
"1831","ENOPH1"
"1832","SLC29A3"
"1833","AC027601.2"
"1834","SF3B4"
"1835","DDIAS"
"1836","C19orf48"
"1837","SSPN"
"1838","AC096564.2"
"1839","RAB3A"
"1840","LINC00702"
"1841","KLHDC1"
"1842","TLCD1"
"1843","RPS15AP30"
"1844","UACA"
"1845","SOX6"
"1846","IQCJ-SCHIP1"
"1847","CKAP5"
"1848","SRPK2"
"1849","TMPO"
"1850","CTNNAL1"
"1851","AGMAT"
"1852","ATP6V1G1"
"1853","CAPG"
"1854","DCN"
"1855","ABHD11"
"1856","HORMAD2-AS1"
"1857","HIST1H3F"
"1858","ABCB5"
"1859","CYB561"
"1860","AL157996.1"
"1861","ETFDH"
"1862","SORBS3"
"1863","SEMA3D"
"1864","ANKRD39"
"1865","AC021205.1"
"1866","DPY19L2"
"1867","PCYOX1"
"1868","DCTPP1"
"1869","AC093535.2"
"1870","HMGN1"
"1871","TENT5A"
"1872","HABP4"
"1873","CDC42EP5"
"1874","GABRD"
"1875","AL390719.1"
"1876","RNASEH2A"
"1877","CYP1B1-AS1"
"1878","TMEM79"
"1879","RNPEP"
"1880","CCNDBP1"
"1881","TRPC1"
"1882","AL110504.1"
"1883","FNDC5"
"1884","C7"
"1885","SPATA17"
"1886","PRR36"
"1887","PDE3B"
"1888","TMED3"
"1889","CDKN3"
"1890","LRRC61"
"1891","SH3RF2"
"1892","IPO9"
"1893","EIF1"
"1894","GABRG1"
"1895","DLG3"
"1896","KIF20B"
"1897","NWD2"
"1898","GJB2"
"1899","FOS"
"1900","ANKRD65"
"1901","CTDSP1"
"1902","SEMA3A"
"1903","UNC119B"
"1904","KATNAL1"
"1905","AIFM2"
"1906","LRRC46"
"1907","SMG7"
"1908","FFAR3"
"1909","CSPG4P11"
"1910","HHIP"
"1911","MAN1A1"
"1912","LIMA1"
"1913","HIST1H1E"
"1914","BST1"
"1915","AC012653.1"
"1916","ACAA2"
"1917","MSX1"
"1918","PRIM2"
"1919","PFKFB3"
"1920","ATG16L1"
"1921","PRIMA1"
"1922","B4GALT6"
"1923","AL049597.2"
"1924","AMOT"
"1925","PLXNC1"
"1926","LINC00484"
"1927","CEMIP"
"1928","LINC00536"
"1929","PARAL1"
"1930","AC002066.1"
"1931","KIAA1549"
"1932","YDJC"
"1933","FAM71A"
"1934","CABLES2"
"1935","AC239868.2"
"1936","SALL4P1"
"1937","PARP1"
"1938","KCNK7"
"1939","TAF4"
"1940","AC003986.2"
"1941","TRABD2B"
"1942","NDOR1"
"1943","TGFB1I1"
"1944","RRAGD"
"1945","TRAPPC9"
"1946","KIFC2"
"1947","RHOF"
"1948","ROGDI"
"1949","AJM1"
"1950","AC093495.1"
"1951","ALG3"
"1952","NEMP1"
"1953","USP2"
"1954","LINC00842"
"1955","FAM110A"
"1956","PLS3"
"1957","EPHB1"
"1958","AC008906.1"
"1959","HRC"
"1960","LUZP1"
"1961","TRIP10"
"1962","IER5L"
"1963","CNN1"
"1964","GATA6"
"1965","SYNGR2"
"1966","CYTH3"
"1967","ISM1"
"1968","SRL"
"1969","LYNX1"
"1970","CANT1"
"1971","SPAG1"
"1972","PSD4"
"1973","ERCC2"
"1974","EVPL"
"1975","LRP8"
"1976","EPCAM"
"1977","CCDC82"
"1978","ZBED6CL"
"1979","COPZ2"
"1980","STON1"
"1981","NLGN4X"
"1982","ANO9"
"1983","BLNK"
"1984","ZFAND5"
"1985","KRT8"
"1986","H2AFZ"
"1987","KCNJ16"
"1988","DNASE1L2"
"1989","PPM1L"
"1990","DHRS12"
"1991","OGFRL1"
"1992","ATXN2L"
"1993","SH3KBP1"
"1994","MRPL55"
"1995","N4BP3"
"1996","SPATA33"
"1997","ACSL1"
"1998","AC005674.2"
"1999","KCNJ8"
"2000","CLIP3"
"2001","GIMAP1"
"2002","HSPA5"
"2003","CELF2"
"2004","HMGCLL1"
"2005","AC098934.1"
"2006","CDS2"
"2007","RPLP0P2"
"2008","AVPI1"
"2009","ADCY5"
"2010","LPP-AS2"
"2011","SLC26A6"
"2012","RBFOX2"
"2013","ACBD6"
"2014","ZNF835"
"2015","FAM228A"
"2016","ATP2B4"
"2017","HADHA"
"2018","PLD1"
"2019","PDE8A"
"2020","EPHA10"
"2021","GDPD5"
"2022","AC016831.1"
"2023","CASKIN2"
"2024","LINC01239"
"2025","NEXN"
"2026","C3orf80"
"2027","FKBP4"
"2028","CUBN"
"2029","HIST1H2AK"
"2030","RN7SL600P"
"2031","STAG3L4"
"2032","FOLR2"
"2033","AL161457.1"
"2034","AL136982.6"
"2035","KCTD5"
"2036","TCF7L1"
"2037","LAMP5"
"2038","DAB2"
"2039","ARNT2"
"2040","RYR1"
"2041","COL14A1"
"2042","HIST3H2BB"
"2043","KRT8P46"
"2044","KLF6"
"2045","MBNL2"
"2046","P2RX4"
"2047","AC021016.2"
"2048","MEIS3P1"
"2049","FGF7"
"2050","ARHGAP11B"
"2051","GPRIN1"
"2052","THBD"
"2053","MRPL52"
"2054","IQCD"
"2055","PCAT6"
"2056","STOM"
"2057","ALAS2"
"2058","LURAP1"
"2059","NCAPG2"
"2060","TDRKH-AS1"
"2061","AC136621.1"
"2062","KRTCAP2"
"2063","S100A4"
"2064","BCAS4"
"2065","SKI"
"2066","MROH1"
"2067","RPL23AP32"
"2068","AL031009.1"
"2069","PROKR1"
"2070","CRYL1"
"2071","SNTA1"
"2072","CASP17P"
"2073","ARRDC1"
"2074","ABHD14B"
"2075","SLC52A2"
"2076","HLA-E"
"2077","SORD"
"2078","MND1"
"2079","SELENOI"
"2080","ABHD6"
"2081","AC013644.1"
"2082","HEY1"
"2083","ABHD5"
"2084","KCNA4"
"2085","IRS2"
"2086","HSD17B11"
"2087","CCDC189"
"2088","KLF7"
"2089","AC009093.1"
"2090","STBD1"
"2091","AC129778.1"
"2092","TFE3"
"2093","AC007906.2"
"2094","KLHDC8B"
"2095","NKAIN1"
"2096","SMPD4"
"2097","IL1R1"
"2098","AC023830.3"
"2099","AC005495.1"
"2100","AL163636.2"
"2101","SLC25A15"
"2102","FOXO6"
"2103","SGO2"
"2104","AC002480.1"
"2105","CTIF"
"2106","FUT4"
"2107","ADPRH"
"2108","AC117489.1"
"2109","HSD11B1"
"2110","PRNP"
"2111","SEC61A2"
"2112","SLIT2"
"2113","AC104260.2"
"2114","IL17REL"
"2115","BOK"
"2116","ZWILCH"
"2117","PDZRN3"
"2118","GPATCH11"
"2119","LCAT"
"2120","GALNT8"
"2121","AC012409.5"
"2122","BLZF2P"
"2123","PLEKHG1"
"2124","KRT8P13"
"2125","AOC2"
"2126","SAMD1"
"2127","ZNF727"
"2128","LINC01625"
"2129","WT1"
"2130","PTPN11"
"2131","LINC02185"
"2132","SAA4"
"2133","VTI1B"
"2134","AC004233.3"
"2135","ZNF687"
"2136","RETSAT"
"2137","ZMYND10"
"2138","AC037459.3"
"2139","AL008628.1"
"2140","SLC1A4"
"2141","GRIA4"
"2142","AGPAT2"
"2143","SLC29A4"
"2144","AC105219.4"
"2145","CHPF2"
"2146","CSPG4P10"
"2147","BPNT1"
"2148","AC010503.4"
"2149","IGIP"
"2150","GPATCH2"
"2151","CCDC24"
"2152","KLHL13"
"2153","ZC3H12B"
"2154","NDST1"
"2155","STARD13"
"2156","TCN2"
"2157","IKBKE"
"2158","IL11"
"2159","HIST1H4A"
"2160","MARK1"
"2161","DNASE2"
"2162","SLC26A7"
"2163","GREM2"
"2164","FTO"
"2165","GUCY1A2"
"2166","SLC35A2"
"2167","DHX34"
"2168","IL17B"
"2169","CYFIP2"
"2170","LINC00622"
"2171","GRHL2"
"2172","AP000553.2"
"2173","MROH6"
"2174","AC093512.2"
"2175","ZDHHC12"
"2176","CBX8"
"2177","ISLR2"
"2178","CD80"
"2179","ACSS3"
"2180","ESYT1"
"2181","HNRNPA1P21"
"2182","ADGRG4"
"2183","P2RY14"
"2184","ACADVL"
"2185","ECHDC3"
"2186","LRRC37A9P"
"2187","KLHL3"
"2188","HPS3"
"2189","AC245452.1"
"2190","ZNF692"
"2191","C9orf163"
"2192","POLR3K"
"2193","MRVI1"
"2194","FHAD1"
"2195","AL391988.1"
"2196","NNAT"
"2197","KCTD13"
"2198","SUCNR1"
"2199","HIST2H4A"
"2200","TBRG1"
"2201","ABCB8"
"2202","CXCL10"
"2203","CYSTM1"
"2204","DNM1P46"
"2205","AP002884.1"
"2206","PKP1"
"2207","AC108860.1"
"2208","SLC38A1"
"2209","ZPR1"
"2210","SHC3"
"2211","HCFC2"
"2212","RDM1"
"2213","TSKS"
"2214","BLCAP"
"2215","PRR19"
"2216","AC134312.5"
"2217","CDKN2B-AS1"
"2218","CDK5"
"2219","LINC02091"
"2220","CMTM5"
"2221","AP000941.1"
"2222","LRBA"
"2223","RBM12B"
"2224","MINAR1"
"2225","ATF3"
"2226","SASS6"
"2227","SMARCC1"
"2228","ATF7"
"2229","CACFD1"
"2230","CDC6"
"2231","AC092135.1"
"2232","CBX3"
"2233","SLC25A18"
"2234","MYRIP"
"2235","AL359955.1"
"2236","JPH2"
"2237","WLS"
"2238","ZNF367"
"2239","DIAPH2"
"2240","JCAD"
"2241","PRKD1"
"2242","PARD6B"
"2243","CTTNBP2"
"2244","SLC37A1"
"2245","AC073109.1"
"2246","WBP4"
"2247","AMYH02020865.1"
"2248","PGAM5"
"2249","AC011379.1"
"2250","TSPAN14"
"2251","PCYOX1L"
"2252","JHY"
"2253","DSN1"
"2254","AC108734.4"
"2255","ZFP36L2"
"2256","CPNE8"
"2257","SLC9A3R1"
"2258","WDR90"
"2259","FANCF"
"2260","RAB3IL1"
"2261","AIF1L"
"2262","FGD6"
"2263","AC090510.3"
"2264","MYL3"
"2265","PAICS"
"2266","MORF4L2"
"2267","WFIKKN2"
"2268","LIN9"
"2269","PLIN2"
"2270","MAP3K6"
"2271","SCN2A"
"2272","SSX2IP"
"2273","LIG1"
"2274","CSTF2"
"2275","TAF8"
"2276","HGF"
"2277","U2AF2"
"2278","APLF"
"2279","TDRD6"
"2280","C11orf80"
"2281","OLFML2A"
"2282","ADAMDEC1"
"2283","EARS2"
"2284","PCARE"
"2285","LDB3"
"2286","DOCK9"
"2287","ADCY3"
"2288","DLEC1"
"2289","MS4A4E"
"2290","PTPRS"
"2291","AC007849.1"
"2292","MARS"
"2293","DPCD"
"2294","PRR5-ARHGAP8"
"2295","PLEKHF2"
"2296","SHROOM2"
"2297","HAS3"
"2298","KLHL36"
"2299","PRXL2C"
"2300","STMN1"
"2301","MIR762HG"
"2302","AC093330.2"
"2303","TANGO6"
"2304","FMN2"
"2305","BBC3"
"2306","IL9R"
"2307","PAR_Y_IL9R"
"2308","HIST1H2BM"
"2309","ESYT2"
"2310","SPINT1"
"2311","LINC01266"
"2312","AC073050.1"
"2313","CCDC141"
"2314","ODF2"
"2315","ALS2CL"
"2316","AC009237.3"
"2317","CREBL2"
"2318","STRIP2"
"2319","ILK"
"2320","FDX1"
"2321","CAPN3"
"2322","KCNT2"
"2323","RASGRF2"
"2324","LAMTOR2"
"2325","PWRN1"
"2326","MPRIP"
"2327","TRIM14"
"2328","LGR4"
"2329","COL4A3BP"
"2330","AL596244.1"
"2331","CCN1"
"2332","EXOC6B"
"2333","POLE"
"2334","AC093827.4"
"2335","MAFG-DT"
"2336","ADAM8"
"2337","AP001972.5"
"2338","FOXP3"
"2339","CKAP4"
"2340","EFEMP2"
"2341","PRKDC"
"2342","PRKCZ"
"2343","TMEM200B"
"2344","PLCD3"
"2345","GTF3C1"
"2346","AC106795.1"
"2347","EBP"
"2348","BNIP3L"
"2349","RALGAPA2"
"2350","FAM120A"
"2351","PDZD3"
"2352","RGS7BP"
"2353","SLC22A15"
"2354","FAM57B"
"2355","SLC9A9"
"2356","KCNA1"
"2357","BX255925.3"
"2358","MAP3K9"
"2359","MAPK13"
"2360","KIFC3"
"2361","NOVA1"
"2362","LYSMD4"
"2363","VANGL1"
"2364","LDHB"
"2365","LINC00671"
"2366","SLC4A4"
"2367","SECISBP2L"
"2368","AC124319.2"
"2369","PLEK2"
"2370","ECH1"
"2371","FAM131A"
"2372","HOTAIRM1"
"2373","AC104964.3"
"2374","FZD2"
"2375","CENPL"
"2376","GAPDH"
"2377","TEF"
"2378","IL34"
"2379","AJ011932.1"
"2380","HS3ST3A1"
"2381","NECAB3"
"2382","PSENEN"
"2383","CREB3L4"
"2384","MICALL2"
"2385","C3orf67"
"2386","AC015849.5"
"2387","C2CD4B"
"2388","HOOK1"
"2389","TTBK2"
"2390","COMMD3"
"2391","COX6B1P4"
"2392","NYNRIN"
"2393","EVA1C"
"2394","CASP12"
"2395","DYNC1I1"
"2396","WHAMMP3"
"2397","CACNB3"
"2398","EPN3"
"2399","IFNGR1"
"2400","CASP2"
"2401","FBXO43"
"2402","PTBP1"
"2403","TTC33"
"2404","MCM10"
"2405","OSBPL1A"
"2406","SRSF1"
"2407","ZBED3"
"2408","CYP1A1"
"2409","TNFRSF1B"
"2410","MORN3"
"2411","ARHGEF6"
"2412","COA6"
"2413","EIF4E3"
"2414","GNL1"
"2415","PAQR6"
"2416","POLR1E"
"2417","RASSF7"
"2418","MAGOH2P"
"2419","EHHADH"
"2420","LMO7"
"2421","SLC35F1"
"2422","SLC27A1"
"2423","SWAP70"
"2424","SAT2"
"2425","LRRC56"
"2426","PCNX1"
"2427","EMX2"
"2428","AC008264.2"
"2429","CLK2"
"2430","FAM47E-STBD1"
"2431","S1PR2"
"2432","MPHOSPH9"
"2433","RTKN"
"2434","AC073130.1"
"2435","SULF1"
"2436","TTYH1"
"2437","GTPBP3"
"2438","AC025423.4"
"2439","PKM"
"2440","VAV3"
"2441","CDC37L1"
"2442","PLPPR4"
"2443","TFB2M"
"2444","ZFHX4"
"2445","GTF3C4"
"2446","MSI2"
"2447","INCENP"
"2448","APOL3"
"2449","BCL2L12"
"2450","SLC25A25"
"2451","SCN3A"
"2452","TMOD2"
"2453","AC009686.2"
"2454","RBPMS"
"2455","PLEKHM1"
"2456","COMP"
"2457","PGM5P2"
"2458","MAF"
"2459","KIF1B"
"2460","PTX3"
"2461","GNG12"
"2462","TRIOBP"
"2463","TJP3"
"2464","GALNT17"
"2465","A4GALT"
"2466","HCN3"
"2467","PC"
"2468","PALM2-AKAP2"
"2469","TNFSF4"
"2470","PLA2G2A"
"2471","AL133384.1"
"2472","AC005515.1"
"2473","MCL1"
"2474","PDSS1"
"2475","RNF223"
"2476","FAT2"
"2477","ALX4"
"2478","ACCS"
"2479","DGKG"
"2480","AC087623.3"
"2481","PDXDC1"
"2482","HNMT"
"2483","HCRTR1"
"2484","CDC42EP4"
"2485","KDM1B"
"2486","PHKG1"
"2487","HSPE1"
"2488","RFWD3"
"2489","RAB40C"
"2490","AL031587.5"
"2491","CORO1C"
"2492","MEG8"
"2493","CHEK2"
"2494","COX6C"
"2495","CMTM1"
"2496","CCDC150"
"2497","NRIP2"
"2498","DCHS1"
"2499","RAB19"
"2500","AKAP5"
"2501","PPAT"
"2502","ETFB"
"2503","PRRT3"
"2504","LINC01561"
"2505","AC009005.1"
"2506","GPR160"
"2507","MEG3"
"2508","SEMA4D"
"2509","SMTNL2"
"2510","NDE1"
"2511","SMG5"
"2512","FCER2"
"2513","NPAS3"
"2514","AL845472.2"
"2515","ARRB1"
"2516","TTI1"
"2517","STX11"
"2518","SLC27A4"
"2519","MET"
"2520","GSTM2"
"2521","SCAMP3"
"2522","NEK7"
"2523","PVT1"
"2524","AC008406.3"
"2525","CDC7"
"2526","SLX1B-SULT1A4"
"2527","HOXD9"
"2528","ANKRD13D"
"2529","MAPK11"
"2530","CRNDE"
"2531","ATG9B"
"2532","CAST"
"2533","AC245595.1"
"2534","MEG9"
"2535","LINC01839"
"2536","ZNF662"
"2537","CASP4"
"2538","STUM"
"2539","HRCT1"
"2540","RALGPS2"
"2541","HOXA-AS2"
"2542","RAB7B"
"2543","MLST8"
"2544","C16orf89"
"2545","AL109809.1"
"2546","STX8"
"2547","OXCT1"
"2548","MPZ"
"2549","DUSP22"
"2550","FAM241A"
"2551","IARS"
"2552","CCL11"
"2553","TGIF1"
"2554","ELMO1"
"2555","BAALC"
"2556","RNF157"
"2557","AP1S1"
"2558","SGCB"
"2559","CD3EAP"
"2560","RBBP5"
"2561","AC017002.3"
"2562","TNFRSF8"
"2563","KCNE1"
"2564","ZDHHC3"
"2565","SLC22A18"
"2566","MT1E"
"2567","SLC7A14-AS1"
"2568","ZEB1"
"2569","MANBA"
"2570","DIRC3"
"2571","RAB6B"
"2572","TPT1P5"
"2573","ADM"
"2574","CLEC5A"
"2575","FBXO46"
"2576","ARV1"
"2577","SLC23A1"
"2578","HMGB3P10"
"2579","CCND2-AS1"
"2580","TRIM35"
"2581","APBB1"
"2582","ALDH6A1"
"2583","C12orf73"
"2584","GTF2E1"
"2585","DNAJB5"
"2586","BRCA2"
"2587","HFM1"
"2588","HYAL2"
"2589","ASPRV1"
"2590","ACOX2"
"2591","HERC1"
"2592","NOL4L"
"2593","RN7SL398P"
"2594","GALNT16"
"2595","PPM1J"
"2596","MAP3K8"
"2597","EMILIN3"
"2598","AC004784.1"
"2599","B4GALT3"
"2600","AC092614.1"
